animeA_id,animeB_id,relation_type
19291,10917,Side story
35067,35632,Side story
33145,3019,Side story
46171,2385,Side story
50696,2385,Side story
20159,21571,Side story
4130,34391,Side story
33879,1094,Side story
3044,1094,Side story
15323,1094,Side story
36760,49320,Side story
49211,81,Side story
281,7060,Side story
37290,10017,Side story
10074,2490,Side story
30533,35567,Side story
40192,35567,Side story
2225,2490,Side story
37885,2490,Side story
16774,83,Side story
35224,4540,Side story
1426,1427,Side story
35859,466,Side story
33371,1237,Side story
8171,1237,Side story
2406,1237,Side story
22661,1238,Side story
8171,1238,Side story
8171,2680,Side story
813,2680,Side story
32158,83,Side story
2306,864,Side story
32158,864,Side story
19123,6714,Side story
512,2222,Side story
84,3288,Side story
37290,6714,Side story
10937,34391,Side story
34549,864,Side story
32,7060,Side story
33876,20871,Side story
3784,31035,Side story
33881,20871,Side story
8171,22695,Side story
10033,22695,Side story
35770,22695,Side story
37764,35567,Side story
1091,864,Side story
28149,864,Side story
37764,4540,Side story
10074,17699,Side story
33192,36242,Side story
9170,3288,Side story
33882,11659,Side story
2386,36242,Side story
6033,7666,Side story
22661,7666,Side story
10074,2901,Side story
22699,42449,Side story
33371,3547,Side story
2406,11659,Side story
37290,42449,Side story
33225,32898,Side story
892,30453,Side story
223,3547,Side story
32437,3547,Side story
25389,28371,Side story
1939,31454,Side story
15323,30453,Side story
37885,34878,Side story
21,34878,Side story
23083,5753,Parent story
35067,15335,Parent story
35805,10278,Parent story
3686,1555,Parent story
1190,22,Parent story
33588,24849,Parent story
28179,20033,Parent story
2048,2585,Parent story
5844,1565,Parent story
1429,5225,Parent story
33278,11835,Parent story
33524,32542,Parent story
11685,2618,Parent story
16728,3272,Parent story
38201,15335,Parent story
31608,15125,Parent story
34534,4081,Parent story
10659,20,Parent story
36756,32998,Parent story
3266,53,Parent story
466,223,Parent story
33581,25157,Parent story
49200,44074,Parent story
32195,19569,Parent story
38770,5225,Parent story
31368,17729,Parent story
12485,12481,Parent story
2514,1412,Parent story
41488,45753,Parent story
37921,35466,Parent story
11019,17115,Parent story
40497,6702,Parent story
30449,813,Parent story
12255,11741,Parent story
30845,39078,Parent story
2680,33371,Parent story
1190,995,Parent story
32122,15417,Parent story
36942,35883,Parent story
1011,210,Parent story
39046,35883,Parent story
21201,18121,Parent story
33208,36777,Parent story
40578,1412,Parent story
15687,16934,Parent story
39115,37988,Parent story
1363,1412,Parent story
36730,2450,Parent story
14175,9289,Parent story
33155,34439,Parent story
32831,995,Parent story
10201,8800,Parent story
38939,37086,Parent story
8985,34537,Parent story
13245,2752,Parent story
9925,33836,Parent story
38770,1425,Parent story
40873,35814,Parent story
1416,1425,Parent story
33302,30413,Parent story
12117,1425,Parent story
28013,194,Parent story
33278,29910,Parent story
34371,8355,Parent story
21569,17873,Parent story
6862,7791,Parent story
34764,33729,Parent story
2901,813,Parent story
8518,98,Parent story
4156,4811,Parent story
28257,32582,Parent story
2132,2787,Parent story
501,8359,Parent story
50842,50400,Parent story
900,813,Parent story
40836,15197,Parent story
7759,16123,Parent story
4835,2889,Parent story
31911,17873,Parent story
11266,33506,Parent story
37626,28977,Parent story
33549,28977,Parent story
41462,40677,Parent story
19945,11665,Parent story
2201,1564,Parent story
40763,32039,Parent story
2107,30694,Parent story
37364,30915,Parent story
7666,901,Parent story
460,30694,Parent story
37678,35003,Parent story
23237,15687,Parent story
13357,30300,Parent story
11266,11737,Parent story
28257,31049,Parent story
25567,35328,Parent story
33547,28977,Parent story
6299,3750,Parent story
32930,17535,Parent story
32088,35067,Parent story
2020,30694,Parent story
22961,36633,Parent story
35326,1253,Parent story
8908,6046,Parent story
12709,6046,Parent story
20999,9539,Parent story
31785,9065,Parent story
882,2126,Parent story
4835,41468,Parent story
12067,11441,Parent story
34430,13203,Parent story
32574,37364,Parent story
4124,1932,Parent story
1011,418,Parent story
4874,9107,Parent story
6246,1520,Parent story
1118,9107,Parent story
47624,51153,Parent story
7666,225,Parent story
33544,34096,Parent story
37264,31240,Parent story
17163,19849,Parent story
40693,23587,Parent story
32321,27947,Parent story
7364,2229,Parent story
22125,32870,Parent story
2424,371,Parent story
34325,14093,Parent story
194,3572,Parent story
6555,1564,Parent story
1015,36343,Parent story
906,901,Parent story
2576,2577,Parent story
15093,10297,Parent story
466,10074,Parent story
781,23293,Parent story
33546,30757,Parent story
37566,11841,Parent story
37431,918,Parent story
21867,23293,Parent story
1670,5962,Parent story
16574,1894,Parent story
36553,918,Parent story
2391,35224,Parent story
780,23293,Parent story
38291,50663,Parent story
15307,8133,Parent story
8648,22433,Parent story
32409,30464,Parent story
45645,2553,Parent story
36942,34257,Parent story
34847,33027,Parent story
13263,2593,Parent story
30321,49316,Parent story
44157,44154,Parent story
32930,9982,Parent story
21419,32005,Parent story
8408,32915,Parent story
32316,17947,Parent story
38006,38004,Parent story
5494,2553,Parent story
38140,39798,Parent story
44008,9973,Parent story
18845,2665,Parent story
8247,762,Parent story
594,2472,Parent story
5231,12651,Parent story
30573,10092,Parent story
442,2472,Parent story
21469,10116,Parent story
1795,1794,Parent story
32005,34021,Parent story
31973,80,Parent story
50532,49918,Parent story
33570,17187,Parent story
8023,38480,Parent story
38136,38129,Parent story
1433,23293,Parent story
4910,31592,Parent story
38793,39607,Parent story
40439,37097,Parent story
18393,32900,Parent story
15819,19191,Parent story
41694,40076,Parent story
19945,34534,Parent story
89,1092,Parent story
2077,29325,Parent story
23083,12191,Parent story
10390,2928,Parent story
36298,19799,Parent story
33947,36946,Parent story
35310,13817,Parent story
36241,36946,Parent story
528,31592,Parent story
32930,246,Parent story
95,19319,Parent story
7816,896,Parent story
904,36946,Parent story
18177,30790,Parent story
7805,36250,Parent story
13851,35000,Parent story
8490,874,Parent story
903,36946,Parent story
37424,36186,Parent story
40044,8365,Parent story
39046,15781,Parent story
23293,47413,Parent story
17699,14837,Parent story
32842,2172,Parent story
31973,1092,Parent story
23083,7645,Parent story
32257,2039,Parent story
13825,30150,Parent story
21867,1428,Parent story
13851,51193,Parent story
34371,42657,Parent story
40578,34021,Parent story
8550,896,Parent story
2273,37764,Parent story
20785,39721,Parent story
39046,36500,Parent story
5298,34866,Parent story
6213,11743,Parent story
3031,10444,Parent story
1953,2904,Parent story
461,898,Parent story
7157,986,Parent story
38201,32900,Parent story
18121,31566,Parent story
40082,47413,Parent story
4910,4026,Parent story
7337,31158,Parent story
11665,42894,Parent story
28025,5081,Parent story
19261,5231,Parent story
2080,8972,Parent story
33957,51123,Parent story
4155,896,Parent story
1369,235,Parent story
36896,49918,Parent story
40942,90,Parent story
40693,36942,Parent story
11009,36927,Parent story
37245,2298,Parent story
1094,903,Parent story
36946,986,Parent story
1953,12685,Parent story
1930,28669,Parent story
31762,34787,Parent story
194,4454,Parent story
6275,36927,Parent story
8972,5953,Parent story
16870,936,Parent story
16678,34034,Parent story
36286,37087,Parent story
17161,32146,Parent story
10821,5684,Parent story
51123,17917,Parent story
38211,34915,Parent story
7816,892,Parent story
464,986,Parent story
44616,30417,Parent story
2252,5658,Parent story
35805,34915,Parent story
31490,14837,Parent story
33947,986,Parent story
936,6325,Parent story
35205,13821,Parent story
34032,22215,Parent story
35453,34052,Parent story
2515,1365,Parent story
40753,37424,Parent story
1064,1629,Parent story
4124,9893,Parent story
12065,18231,Parent story
31668,32816,Parent story
16239,8740,Parent story
10659,32365,Parent story
1238,8740,Parent story
49153,32511,Parent story
28369,11359,Parent story
13263,3782,Parent story
22335,32816,Parent story
49320,1365,Parent story
34354,34353,Parent story
31056,10012,Parent story
15307,36593,Parent story
11009,5256,Parent story
2665,3745,Parent story
10116,2471,Parent story
13263,33047,Parent story
19511,6325,Parent story
35982,3784,Parent story
11371,10862,Parent story
10821,36593,Parent story
13667,6325,Parent story
4910,5256,Parent story
32005,8310,Parent story
7695,11019,Parent story
24625,2581,Parent story
8246,32365,Parent story
34244,2471,Parent story
40836,2124,Parent story
37843,40497,Parent story
36106,39477,Parent story
24591,288,Parent story
81,2581,Parent story
8359,21469,Parent story
1120,11019,Parent story
7158,22777,Parent story
10703,781,Parent story
36624,7081,Parent story
44025,8362,Parent story
1419,8310,Parent story
2449,30617,Parent story
6555,10916,Parent story
36890,39721,Parent story
5844,10916,Parent story
18781,29801,Parent story
30449,21,Parent story
462,892,Parent story
36286,39988,Parent story
8609,780,Parent story
38720,779,Parent story
1121,20159,Parent story
1238,892,Parent story
31168,1118,Parent story
2680,892,Parent story
10526,9282,Parent story
10643,21899,Parent story
33550,35067,Parent story
24763,2355,Parent story
5256,20159,Parent story
12001,16239,Parent story
4672,30617,Parent story
40323,32366,Parent story
10821,34290,Parent story
9917,10916,Parent story
1953,40315,Parent story
18393,37818,Parent story
13667,761,Parent story
16468,11359,Parent story
2450,6460,Parent story
7158,906,Parent story
17163,32147,Parent story
25365,1117,Parent story
8728,33360,Parent story
6567,1925,Parent story
13831,35317,Parent story
31164,37969,Parent story
21569,1117,Parent story
8972,35519,Parent story
6178,1118,Parent story
32930,33548,Parent story
1399,33806,Parent story
2901,16468,Parent story
23301,1117,Parent story
12117,5460,Parent story
1670,21479,Parent story
4124,40610,Parent story
32145,37931,Parent story
463,33606,Parent story
37033,38085,Parent story
6555,1119,Parent story
4874,1118,Parent story
30149,37850,Parent story
25805,1118,Parent story
12671,20159,Parent story
7158,894,Parent story
37028,8363,Parent story
460,28683,Parent story
33002,17113,Parent story
12187,38936,Parent story
39921,32380,Parent story
32366,36553,Parent story
1399,31494,Parent story
461,33947,Parent story
5844,1122,Parent story
15335,9863,Parent story
17161,48918,Parent story
12499,8363,Parent story
5152,33947,Parent story
1505,1506,Parent story
15927,356,Parent story
28369,904,Parent story
896,33947,Parent story
35949,3785,Parent story
15307,9288,Parent story
35139,17113,Parent story
44616,17113,Parent story
35798,1366,Parent story
32160,1930,Parent story
39764,1366,Parent story
6198,1366,Parent story
50094,1413,Parent story
40836,41075,Parent story
34878,897,Parent story
11659,31490,Parent story
2842,1122,Parent story
36566,17113,Parent story
36298,1343,Parent story
10740,1526,Parent story
6385,6178,Parent story
50673,31231,Parent story
8609,1505,Parent story
25313,37818,Parent story
6275,2847,Parent story
528,1122,Parent story
10916,1122,Parent story
38653,902,Parent story
2335,4447,Parent story
8097,1366,Parent story
1429,1366,Parent story
36551,8361,Parent story
36942,36529,Parent story
33672,8361,Parent story
918,32900,Parent story
37424,49661,Parent story
33705,30778,Parent story
1426,1366,Parent story
1122,6178,Parent story
894,12859,Parent story
32926,40714,Parent story
5256,2201,Parent story
32122,37818,Parent story
2512,4447,Parent story
2514,4447,Parent story
32026,33544,Parent story
501,8368,Parent story
33002,31978,Parent story
1119,2201,Parent story
32321,3019,Parent story
2734,5620,Parent story
896,4155,Parent story
10075,30151,Parent story
32898,82,Parent story
12499,8361,Parent story
32366,37431,Parent story
5844,7695,Parent story
39762,34356,Parent story
7695,1709,Parent story
2201,7695,Parent story
4794,6178,Parent story
10703,12117,Parent story
40082,4447,Parent story
6028,37885,Parent story
23871,35081,Parent story
2512,21419,Parent story
31978,8368,Parent story
1118,1709,Parent story
2597,14735,Parent story
16678,4793,Parent story
898,25389,Parent story
33548,18393,Parent story
1094,25389,Parent story
33544,7472,Parent story
12049,33547,Parent story
3626,3785,Parent story
8550,37885,Parent story
6555,9917,Parent story
29832,44616,Parent story
40890,3785,Parent story
39339,10607,Parent story
35612,35140,Parent story
6988,44616,Parent story
2472,35312,Parent story
28367,984,Parent story
2354,5250,Parent story
5152,38234,Parent story
96,30,Parent story
1419,14735,Parent story
1424,14735,Parent story
21899,42955,Parent story
6325,35311,Parent story
33142,41590,Parent story
12255,31389,Parent story
24625,2759,Parent story
28367,2520,Parent story
2273,3927,Parent story
6325,35287,Parent story
2520,900,Parent story
35612,35310,Parent story
18393,39697,Parent story
90,3785,Parent story
44025,966,Parent story
1364,40082,Parent story
21659,95,Parent story
2597,40082,Parent story
2514,40082,Parent story
24763,37562,Parent story
25365,5526,Parent story
7157,3312,Parent story
6714,899,Parent story
32051,899,Parent story
29832,966,Parent story
4703,29868,Parent story
1121,4793,Parent story
33547,2951,Parent story
1431,34430,Parent story
20871,894,Parent story
11009,5526,Parent story
2335,6438,Parent story
42449,897,Parent story
461,894,Parent story
34877,22699,Parent story
17699,900,Parent story
8550,2520,Parent story
28257,34052,Parent story
21899,33545,Parent story
23301,1527,Parent story
12859,900,Parent story
18851,7559,Parent story
8548,2222,Parent story
36242,894,Parent story
20871,904,Parent story
12001,904,Parent story
37966,4795,Parent story
35612,35317,Parent story
3547,902,Parent story
21419,8609,Parent story
27653,3727,Parent story
897,902,Parent story
8364,3727,Parent story
1425,38770,Parent story
2450,3727,Parent story
13839,2514,Parent story
25161,897,Parent story
10808,31973,Parent story
33947,897,Parent story
38056,33548,Parent story
32160,33183,Parent story
38714,33221,Parent story
25011,36914,Parent story
33142,48896,Parent story
40578,1369,Parent story
35949,33051,Parent story
32026,33550,Parent story
10703,2512,Parent story
32366,35632,Parent story
35652,6988,Parent story
1237,459,Parent story
23301,1525,Parent story
2847,1525,Parent story
463,459,Parent story
17699,12231,Parent story
34021,8609,Parent story
21569,37966,Parent story
32383,33549,Parent story
8367,35740,Parent story
13839,1368,Parent story
34314,35740,Parent story
38629,35740,Parent story
1413,2514,Parent story
3547,895,Parent story
11019,37966,Parent story
30453,8551,Parent story
3019,2512,Parent story
4793,4792,Parent story
23259,1241,Parent story
5526,1525,Parent story
33551,40323,Parent story
42914,32359,Parent story
1368,39764,Parent story
1930,11569,Parent story
32051,985,Parent story
8368,38530,Parent story
33372,51222,Parent story
17843,33934,Parent story
6988,40044,Parent story
32026,33547,Parent story
1435,2512,Parent story
33552,19261,Parent story
30154,35310,Parent story
32026,33551,Parent story
2273,34519,Parent story
34325,30686,Parent story
25161,464,Parent story
17113,40044,Parent story
6178,6877,Parent story
92,38982,Parent story
90,38716,Parent story
42914,31750,Parent story
36991,2515,Parent story
6028,7158,Parent story
40853,44025,Parent story
36241,464,Parent story
27907,8287,Parent story
36967,2515,Parent story
28371,7158,Parent story
32383,35632,Parent story
10017,460,Parent story
2201,6877,Parent story
11019,6877,Parent story
1527,6877,Parent story
902,25161,Parent story
21569,5529,Parent story
36624,38235,Parent story
35740,44025,Parent story
37247,10937,Parent story
12001,461,Parent story
1417,6198,Parent story
50673,36836,Parent story
26053,42422,Parent story
1366,1435,Parent story
24169,1435,Parent story
35612,40478,Parent story
8548,30450,Parent story
4792,4794,Parent story
10302,11073,Parent story
2513,21867,Parent story
902,463,Parent story
36624,10999,Parent story
34244,39183,Parent story
31973,34519,Parent story
37850,36261,Parent story
8548,28371,Parent story
898,987,Parent story
5529,10302,Parent story
44616,36730,Parent story
3744,36730,Parent story
12671,4794,Parent story
18851,38897,Parent story
2597,13839,Parent story
17113,35139,Parent story
31911,6877,Parent story
1120,5529,Parent story
5845,11073,Parent story
50410,37885,Parent story
38530,50562,Parent story
986,465,Parent story
17699,15323,Parent story
27653,50562,Parent story
1429,39487,Parent story
15927,38897,Parent story
11659,893,Parent story
1424,39487,Parent story
16680,32359,Parent story
2743,32,Parent story
33548,19871,Parent story
33543,19871,Parent story
36967,13839,Parent story
4794,11073,Parent story
528,11073,Parent story
906,2107,Parent story
30449,7158,Parent story
37966,6555,Parent story
12499,29832,Parent story
15927,38958,Parent story
1416,1419,Parent story
38234,3848,Parent story
16468,3848,Parent story
986,3848,Parent story
33947,3848,Parent story
8550,30450,Parent story
2107,893,Parent story
1368,1433,Parent story
25389,893,Parent story
50410,893,Parent story
33548,36890,Parent story
459,19123,Parent story
36946,2386,Parent story
781,8097,Parent story
33549,36664,Parent story
12231,9999,Parent story
21569,5844,Parent story
30151,2107,Parent story
896,9999,Parent story
40578,1417,Parent story
89,33051,Parent story
25389,5152,Parent story
1369,1431,Parent story
30154,35306,Parent story
92,3786,Parent story
33542,48409,Parent story
1094,984,Parent story
38714,6288,Parent story
21659,3444,Parent story
4874,5845,Parent story
463,984,Parent story
13799,16678,Parent story
2581,14353,Parent story
96,14353,Parent story
2020,2386,Parent story
11659,31289,Parent story
5252,10017,Parent story
10740,42161,Parent story
900,48903,Parent story
1367,1429,Parent story
2842,6555,Parent story
10017,2385,Parent story
7060,147,Parent story
6385,42914,Parent story
30694,31289,Parent story
91,28149,Parent story
2513,38720,Parent story
9917,36825,Parent story
10740,36825,Parent story
33544,48409,Parent story
986,32051,Parent story
781,49320,Parent story
8097,3019,Parent story
984,466,Parent story
37285,31599,Parent story
38788,40578,Parent story
23259,96,Parent story
33550,37843,Parent story
1367,40578,Parent story
1506,40578,Parent story
897,36215,Parent story
1424,32321,Parent story
2842,32359,Parent story
462,36215,Parent story
1120,36825,Parent story
50410,36215,Parent story
2680,2020,Parent story
1428,49320,Parent story
984,2020,Parent story
37247,4540,Parent story
35567,10808,Parent story
6714,2020,Parent story
40888,3202,Parent story
12671,36825,Parent story
780,36760,Parent story
36241,1237,Parent story
31911,36825,Parent story
1433,36967,Parent story
5225,49320,Parent story
31490,48903,Parent story
13799,35551,Parent story
2391,34549,Parent story
4874,36836,Parent story
25161,2680,Parent story
1364,38788,Parent story
14093,30686,Parent story
36946,6714,Parent story
31454,38055,Parent story
4910,50840,Parent story
1506,33146,Parent story
39487,33149,Parent story
10917,31373,Parent story
8097,33149,Parent story
5252,12001,Parent story
904,971,Parent story
34391,33934,Parent story
34519,33934,Parent story
465,971,Parent story
461,971,Parent story
12671,42914,Parent story
34021,38788,Parent story
10917,50840,Parent story
12001,8171,Parent story
51162,3312,Parent story
10017,3312,Parent story
2490,3312,Parent story
1419,42476,Parent story
19123,3312,Parent story
4795,51018,Parent story
905,16143,Parent story
1425,42476,Parent story
459,3545,Parent story
901,22699,Parent story
904,22699,Parent story
14837,22699,Parent story
897,22699,Parent story
30151,22661,Parent story
38419,38653,Parent story
33549,33922,Parent story
10808,281,Parent story
901,38653,Parent story
1237,38653,Parent story
12001,38653,Parent story
38715,31115,Parent story
33544,39697,Parent story
2743,2695,Parent story
10017,3044,Parent story
8740,3044,Parent story
39697,51123,Parent story
39721,51156,Parent story
466,22695,Parent story
898,22695,Parent story
902,2747,Parent story
2520,36239,Parent story
985,20871,Parent story
36240,1238,Parent story
31454,4540,Parent story
2391,33934,Parent story
17699,22661,Parent story
34391,7060,Parent story
50410,6941,Parent story
38714,2306,Parent story
34391,5723,Parent story
895,34165,Parent story
33221,49211,Parent story
31973,2695,Parent story
3547,46171,Parent story
35982,32739,Parent story
81,31115,Parent story
1238,2901,Parent story
38234,42449,Parent story
83,1939,Parent story
20871,10342,Parent story
12231,8546,Parent story
464,8546,Parent story
31490,17699,Parent story
35982,3444,Parent story
2901,33882,Parent story
895,46171,Parent story
2273,32898,Parent story
34391,32898,Parent story
465,46171,Parent story
50410,6028,Parent story
43204,8132,Parent story
43204,38715,Parent story
36240,36564,Parent story
10017,8551,Parent story
31490,40181,Parent story
986,8547,Parent story
3927,20667,Parent story
33221,20667,Parent story
463,8547,Parent story
31454,20667,Parent story
903,8547,Parent story
36241,33880,Parent story
34519,33225,Parent story
9999,7816,Parent story
7060,2306,Parent story
905,8550,Parent story
5252,8550,Parent story
36242,33875,Parent story
985,7158,Parent story
12859,8548,Parent story
33606,7816,Parent story
8287,5723,Parent story
90,5723,Parent story
92,49211,Parent story
32051,3547,Parent story
903,3547,Parent story
2680,3546,Parent story
90,43751,Parent story
8132,30122,Parent story
903,28369,Parent story
896,33454,Parent story
12231,33454,Parent story
17699,40367,Parent story
6714,28367,Parent story
95,31454,Parent story
90,23943,Parent story
2020,40367,Parent story
465,30420,Parent story
17699,33881,Parent story
898,34878,Parent story
9999,34878,Parent story
7060,41030,Parent story
985,33882,Parent story
10808,20667,Parent story
3288,33225,Parent story
1094,33881,Parent story
12859,33881,Parent story
6714,33880,Parent story
7060,12851,Parent story
896,40377,Parent story
8740,33876,Parent story
904,33876,Parent story
92,33226,Parent story
14837,33875,Parent story
7060,6731,Parent story
4540,6731,Parent story
5152,33878,Parent story
8740,33879,Parent story
16239,51162,Parent story
4155,51162,Parent story
900,51162,Parent story
10808,50084,Parent story
19319,50084,Parent story
39591,14407,Alternative setting
37651,10087,Alternative setting
27525,10087,Alternative setting
38489,33396,Alternative setting
4365,15839,Alternative setting
2565,2264,Alternative setting
4729,3370,Alternative setting
11577,34753,Alternative setting
42791,561,Alternative setting
6768,15197,Alternative setting
51221,13261,Alternative setting
5216,3627,Alternative setting
356,14829,Alternative setting
43772,37938,Alternative setting
4975,10863,Alternative setting
4181,6351,Alternative setting
2916,2028,Alternative setting
50281,1932,Alternative setting
29801,23587,Alternative setting
467,17187,Alternative setting
19319,37247,Alternative setting
1706,1301,Alternative setting
39078,32806,Alternative setting
31884,12191,Alternative setting
38578,12191,Alternative setting
1349,2068,Alternative setting
32526,48916,Alternative setting
48866,43772,Alternative setting
2722,12347,Alternative setting
34290,16419,Alternative setting
43,29325,Alternative setting
48866,44053,Alternative setting
34440,30711,Alternative setting
36593,1929,Alternative setting
43772,44053,Alternative setting
603,28669,Alternative setting
8438,36927,Alternative setting
50685,6351,Alternative setting
801,19195,Alternative setting
1302,2717,Alternative setting
11073,20159,Alternative setting
28669,38578,Alternative setting
33049,37651,Alternative setting
34290,50281,Alternative setting
2695,1968,Alternative setting
2389,3915,Alternative setting
6922,37651,Alternative setting
11695,30122,Alternative setting
35224,2695,Alternative setting
11359,7816,Alternative setting
893,8548,Alternative setting
25389,7816,Alternative setting
16143,8548,Alternative setting
5259,25345,Alternative version
38285,37207,Alternative version
6734,1548,Alternative version
32379,12113,Alternative version
7578,852,Alternative version
43769,36904,Alternative version
22695,223,Alternative version
6327,7103,Alternative version
3546,223,Alternative version
31265,31264,Alternative version
31575,5200,Alternative version
7596,15699,Alternative version
37207,38285,Alternative version
10324,7591,Alternative version
31966,37655,Alternative version
754,34946,Alternative version
32270,7752,Alternative version
22979,22827,Alternative version
5288,758,Alternative version
42916,21881,Alternative version
5114,430,Alternative version
26359,10588,Alternative version
39584,7651,Alternative version
22777,813,Alternative version
34622,3146,Alternative version
22433,8514,Alternative version
969,2685,Alternative version
44126,9806,Alternative version
2313,8234,Alternative version
22433,9465,Alternative version
4646,2452,Alternative version
28249,1762,Alternative version
1262,1397,Alternative version
8234,8235,Alternative version
4181,1723,Alternative version
41530,11981,Alternative version
40906,2229,Alternative version
1398,5310,Alternative version
1458,2253,Alternative version
43769,45489,Alternative version
3067,40554,Alternative version
1343,2354,Alternative version
12471,35136,Alternative version
6893,20849,Alternative version
49718,51194,Alternative version
18507,33845,Alternative version
7435,49228,Alternative version
11977,11981,Alternative version
4939,28013,Alternative version
18507,35191,Alternative version
35403,30018,Alternative version
10687,36040,Alternative version
2389,1064,Alternative version
1257,36040,Alternative version
4939,1211,Alternative version
27411,17187,Alternative version
37665,35141,Alternative version
194,1211,Alternative version
27411,19193,Alternative version
1398,4454,Alternative version
34440,6768,Alternative version
48583,36702,Alternative version
1343,35120,Alternative version
36732,51216,Alternative version
25517,8310,Alternative version
4939,38373,Alternative version
15323,502,Alternative version
33489,16774,Alternative version
892,11359,Alternative version
39362,892,Alternative version
21,11359,Alternative version
35859,892,Alternative version
1398,47409,Alternative version
11981,49291,Alternative version
38936,12565,Alternative version
502,10033,Alternative version
813,22777,Alternative version
27821,12565,Alternative version
30,3785,Alternative version
32222,7619,Alternative version
1969,84,Alternative version
2389,40983,Alternative version
28257,7307,Alternative version
502,987,Alternative version
36215,3848,Alternative version
10033,3848,Alternative version
3848,19123,Alternative version
6033,19123,Alternative version
1969,83,Alternative version
39358,46171,Alternative version
39358,40377,Alternative version
40367,40377,Alternative version
6033,3044,Alternative version
28149,38055,Alternative version
512,6941,Alternative version
891,46171,Alternative version
36215,10342,Alternative version
15323,10342,Alternative version
22695,30450,Alternative version
21,3546,Alternative version
16143,40377,Alternative version
971,39360,Alternative version
38055,6336,Other
51013,1565,Other
36119,35843,Other
41780,33573,Other
50841,42443,Other
8635,4262,Other
46491,16381,Other
1927,2147,Other
32071,384,Other
3008,16371,Other
41052,38201,Other
23361,7674,Other
37027,19111,Other
36419,33023,Other
2598,2044,Other
4009,2195,Other
41634,39506,Other
28299,37487,Other
13175,13171,Other
21639,550,Other
33839,32455,Other
14827,62,Other
12059,17539,Other
49215,50306,Other
32084,32083,Other
37324,32582,Other
6937,3496,Other
10627,37326,Other
49457,41399,Other
17787,20471,Other
1669,32582,Other
22673,11771,Other
33904,38826,Other
33455,44586,Other
3318,87,Other
15815,20207,Other
9611,880,Other
48575,48576,Other
37980,33089,Other
28531,1146,Other
36119,33089,Other
32934,33042,Other
33840,35416,Other
38086,11741,Other
6985,7985,Other
32521,3886,Other
32734,16373,Other
35551,17115,Other
32959,40799,Other
33934,87,Other
1853,36976,Other
44200,33486,Other
38112,30911,Other
31050,1341,Other
6872,1678,Other
40109,560,Other
2593,5205,Other
5871,4394,Other
31165,25267,Other
36569,35559,Other
21851,28835,Other
49831,7059,Other
33308,7768,Other
35305,20,Other
29583,32869,Other
23061,23065,Other
391,38361,Other
34723,35073,Other
7148,8619,Other
27991,37303,Other
10798,12411,Other
42941,38835,Other
1668,19067,Other
9863,15335,Other
20057,30246,Other
38085,14829,Other
10686,30654,Other
30818,1473,Other
6850,5871,Other
39017,40894,Other
956,2389,Other
3496,6937,Other
10502,10501,Other
93,30533,Other
35658,16894,Other
51018,1564,Other
34762,34765,Other
6553,11123,Other
25943,32219,Other
10736,603,Other
38444,27631,Other
80,30533,Other
9737,22677,Other
49483,35145,Other
35120,1678,Other
30,35224,Other
6970,1986,Other
6525,19849,Other
8068,31812,Other
25857,12863,Other
37641,42445,Other
35635,34670,Other
324,1290,Other
9002,6234,Other
35075,39538,Other
36431,34393,Other
34612,19469,Other
10055,1520,Other
3318,80,Other
3312,225,Other
21241,18153,Other
10177,967,Other
36715,49387,Other
31919,31762,Other
2306,80,Other
35780,31424,Other
33685,2253,Other
3090,304,Other
37858,36704,Other
34742,30831,Other
51125,18097,Other
22215,39699,Other
34394,34375,Other
47621,51152,Other
8176,6033,Other
37308,37305,Other
10177,1356,Other
35658,24415,Other
48754,44570,Other
37706,37491,Other
37851,13817,Other
6731,90,Other
42653,32806,Other
35716,90,Other
10257,38804,Other
17249,38804,Other
35070,33975,Other
45753,49877,Other
36945,35347,Other
36704,18153,Other
37304,37307,Other
5250,1064,Other
26011,26015,Other
50663,38291,Other
20355,19319,Other
9989,33170,Other
37562,19799,Other
10954,19799,Other
22673,29583,Other
39529,5962,Other
33050,38086,Other
18507,18153,Other
23385,30745,Other
34489,15781,Other
35473,34376,Other
22265,18153,Other
14467,31344,Other
9735,9863,Other
39935,1091,Other
85,37245,Other
4246,15979,Other
49290,23831,Other
4477,338,Other
2356,33685,Other
36549,32842,Other
3785,2298,Other
34304,22215,Other
35403,30305,Other
37096,8410,Other
36022,18391,Other
17621,3784,Other
38784,22297,Other
1852,28915,Other
35219,30777,Other
40156,41206,Other
36715,31667,Other
34844,38363,Other
37860,39014,Other
31846,24909,Other
6877,34034,Other
35313,36228,Other
39477,19285,Other
35308,30470,Other
33922,19261,Other
38203,30344,Other
35317,34566,Other
4981,39249,Other
29035,5658,Other
32739,90,Other
42030,38897,Other
1357,17705,Other
11757,28063,Other
3008,2892,Other
51234,34915,Other
40469,38084,Other
41063,35982,Other
37933,31137,Other
30150,28755,Other
32476,36473,Other
24543,32735,Other
30122,86,Other
1856,1090,Other
40246,30896,Other
49661,14835,Other
32871,30311,Other
76,35501,Other
37143,35631,Other
48,36646,Other
32197,32147,Other
49828,3784,Other
33687,1628,Other
39762,29729,Other
25857,40880,Other
1064,2356,Other
25897,32730,Other
1845,34820,Other
36955,12699,Other
3033,38088,Other
51013,5256,Other
23135,31919,Other
10012,38084,Other
38600,19195,Other
33878,502,Other
38256,35329,Other
